"charger_id","charger_name","lat","lon","charger_type","power_kw","connector","number_of_chargers","simultaneous_capacity","price_per_kwh","open_hour","public_private","taxi_access"
"seoul_owned_50동부캠퍼스_1","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_2","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_3","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_4","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_5","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_6","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_7","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_8","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_9","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_10","50동부캠퍼스","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_11","50동부캠퍼스","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_12","50동부캠퍼스","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_50동부캠퍼스_13","50동부캠퍼스","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_AI 체육센터_1","AI 체육센터","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_AI 체육센터_2","AI 체육센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_SK허브수 인근 거주자우선주차장_1","SK허브수 인근 거주자우선주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_SK허브수 인근 거주자우선주차장_2","SK허브수 인근 거주자우선주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_가산 공영주차장_1","가산 공영주차장","","","DC콤보","50","DC콤보","1","1","","주중 08:00~19:00, 주말 09:00~18:00","서울시 소유",""
"seoul_owned_강남구 압구정 나들목 앞 가로등형 충전기_1","강남구 압구정 나들목 앞 가로등형 충전기","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강남구 압구정 나들목 앞 가로등형 충전기_2","강남구 압구정 나들목 앞 가로등형 충전기","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강남운전면허시험장_1","강남운전면허시험장","","","DC콤보","50","DC콤보","1","1","","평일 09:00~18:00","서울시 소유",""
"seoul_owned_강남주민편익시설_1","강남주민편익시설","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강남주민편익시설_2","강남주민편익시설","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강남주민편익시설_3","강남주민편익시설","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강남주민편익시설_4","강남주민편익시설","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동구청_1","강동구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동구청_2","강동구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동구청 제2구민체육센터_1","강동구청 제2구민체육센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동구청 제2구민체육센터_2","강동구청 제2구민체육센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동구청 제2구민체육센터_3","강동구청 제2구민체육센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동문화재단_1","강동문화재단","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동문화재단_2","강동문화재단","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_강동문화재단_3","강동문화재단","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개봉1동 노외공영주차장_1","개봉1동 노외공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개봉1동 노외공영주차장_2","개봉1동 노외공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개화산역 공영주차장_1","개화산역 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개화산역 공영주차장_2","개화산역 공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개화산역 공영주차장_3","개화산역 공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개화산역 공영주차장_4","개화산역 공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개화산역 공영주차장_5","개화산역 공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개화산역 공영주차장_6","개화산역 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_개화산역 공영주차장_7","개화산역 공영주차장","","","DC콤보","200","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척1동 마을 공영주차장_1","고척1동 마을 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척1동 마을 공영주차장_2","고척1동 마을 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척1동 마을 공영주차장_3","고척1동 마을 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척1동 마을 공영주차장_4","고척1동 마을 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척1동 마을 공영주차장_5","고척1동 마을 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척스카이돔_1","고척스카이돔","","","DC콤보","90","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척스카이돔_2","고척스카이돔","","","DC콤보","90","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척스카이돔_3","고척스카이돔","","","DC콤보","90","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척스카이돔_4","고척스카이돔","","","DC콤보","90","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척스카이돔_5","고척스카이돔","","","DC콤보","90","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척스카이돔_6","고척스카이돔","","","DC콤보","90","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_고척스카이돔_7","고척스카이돔","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_곰달래5길 노상공영주차장_1","곰달래5길 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_곰달래5길 노상공영주차장_2","곰달래5길 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_공릉동 거주자주차장_1","공릉동 거주자주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_관악구 노인회관 50센터_1","관악구 노인회관 50센터","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_광진구 자양동 거주자우선주차장 가로등형 충전기_1","광진구 자양동 거주자우선주차장 가로등형 충전기","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_교통공원길 공영주차장 전기차 충전소_1","교통공원길 공영주차장 전기차 충전소","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_교통공원길 공영주차장 전기차 충전소_2","교통공원길 공영주차장 전기차 충전소","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구로2동 주택가 공영주차장_1","구로2동 주택가 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구로2동 주택가 공영주차장_2","구로2동 주택가 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구로2동 주택가 공영주차장_3","구로2동 주택가 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구로2동 주택가 공영주차장_4","구로2동 주택가 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구로2동 주택가 공영주차장_5","구로2동 주택가 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구로5동 마을공동공영주차장_1","구로5동 마을공동공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구로5동 마을공동공영주차장_2","구로5동 마을공동공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구파발역 공영주차장 _1","구파발역 공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_구파발역 공영주차장 _2","구파발역 공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_국립한글박물관 지하주차장_1","국립한글박물관 지하주차장","","","AC완속","7","AC완속","1","1","","10:00~18:00","서울시 소유",""
"seoul_owned_국립한글박물관 지하주차장_2","국립한글박물관 지하주차장","","","DC콤보","50","DC콤보","1","1","","10:00~18:00","서울시 소유",""
"seoul_owned_기업은행 무교지점 앞 가로등형 충전소_1","기업은행 무교지점 앞 가로등형 충전소","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_난곡스마트 공영주차장_1","난곡스마트 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_난곡스마트 공영주차장_2","난곡스마트 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_남부초 공영주차장_1","남부초 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_남산청사_1","남산청사","","","AC완속","7","AC완속","1","1","","평일 09:00~18:00","서울시 소유",""
"seoul_owned_남산청사_2","남산청사","","","AC완속","7","AC완속","1","1","","평일 09:00~18:00","서울시 소유",""
"seoul_owned_노송길 공동주차장 _1","노송길 공동주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_노송길 공동주차장 _2","노송길 공동주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_노원구청_1","노원구청","","","DC콤보","100","DC콤보","1","1","","09:00~18:00","서울시 소유",""
"seoul_owned_노원구청_2","노원구청","","","DC콤보","100","DC콤보","1","1","","09:00~18:00","서울시 소유",""
"seoul_owned_노원구청_3","노원구청","","","DC콤보","100","DC콤보","1","1","","09:00~18:00","서울시 소유",""
"seoul_owned_노원구청_4","노원구청","","","DC콤보","100","DC콤보","1","1","","09:00~18:00","서울시 소유",""
"seoul_owned_노원세무서 거주자주차장_1","노원세무서 거주자주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_노원수학문화관_1","노원수학문화관","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_노원이지센터_1","노원이지센터","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_노원이지센터_2","노원이지센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_노원이지센터_3","노원이지센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_노원자원회수시설_1","노원자원회수시설","","","DC콤보","100","DC콤보","1","1","","06:00~23:00","서울시 소유",""
"seoul_owned_노원자원회수시설_2","노원자원회수시설","","","DC콤보","100","DC콤보","1","1","","06:00~23:00","서울시 소유",""
"seoul_owned_노원자원회수시설_3","노원자원회수시설","","","DC콤보","50","DC콤보","1","1","","06:00~23:00","서울시 소유",""
"seoul_owned_노원자원회수시설_5","노원자원회수시설","","","DC콤보","50","DC콤보","1","1","","06:00~23:00","서울시 소유",""
"seoul_owned_노원자원회수시설_6","노원자원회수시설","","","DC콤보","50","DC콤보","1","1","","06:00~23:00","서울시 소유",""
"seoul_owned_논현 1호 공영주차장_1","논현 1호 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_논현 1호 공영주차장_2","논현 1호 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_논현 2호 공영주차장_1","논현 2호 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_논현 2호 공영주차장_2","논현 2호 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_논현2동 주민센터_1","논현2동 주민센터","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_논현로28길 노상공영주차장_1","논현로28길 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_논현문화마루_1","논현문화마루","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_누상공영주차장_1","누상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_누상공영주차장_2","누상공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_대궐재어린이공원 거주자주차장_1","대궐재어린이공원 거주자주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_대방동(서울공고) 거주자주차장_1","대방동(서울공고) 거주자주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도곡2동 주민센터_1","도곡2동 주민센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도곡정보문화도서관_1","도곡정보문화도서관","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도곡정보문화도서관_2","도곡정보문화도서관","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도봉동 거주자우선주차장_1","도봉동 거주자우선주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도봉동 실내스포츠센터_1","도봉동 실내스포츠센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도봉동 실내스포츠센터_2","도봉동 실내스포츠센터","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도봉산역 환승주차장_1","도봉산역 환승주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_도봉산역 환승주차장_2","도봉산역 환승주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_독립문문화공원 지하공영주차장 _1","독립문문화공원 지하공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_독립문문화공원 지하공영주차장 _2","독립문문화공원 지하공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_독립문문화공원 지하공영주차장 _3","독립문문화공원 지하공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_독립문문화공원 지하공영주차장 _4","독립문문화공원 지하공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_독립문문화공원 지하공영주차장 _5","독립문문화공원 지하공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_독립문문화공원 지하공영주차장 _6","독립문문화공원 지하공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동대문구청_1","동대문구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동대문구청_2","동대문구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동대문구청_3","동대문구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동대문구청_4","동대문구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동대문구청_5","동대문구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동대문구청_6","동대문구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동대문구청_7","동대문구청","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_동작구청_1","동작구청","","","DC차데모+AC3상+DC콤보","50","DC차데모+AC3상+DC콤보","1","1","","평일 09:00~18:00","서울시 소유",""
"seoul_owned_동작구청 후문 가로등형 충전소_1","동작구청 후문 가로등형 충전소","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_드림디포 앞 가로등형 충전소_1","드림디포 앞 가로등형 충전소","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_로봇과학관_1","로봇과학관","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마들스포츠타운_1","마들스포츠타운","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마들스포츠타운_2","마들스포츠타운","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마들스포츠타운_3","마들스포츠타운","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마들스포츠타운_4","마들스포츠타운","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마들스포츠타운_5","마들스포츠타운","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마들스포츠타운_6","마들스포츠타운","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마천동1 공영주차장_1","마천동1 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마천동1 공영주차장_2","마천동1 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마천동1 공영주차장_3","마천동1 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포농수산물시장_1","마포농수산물시장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포농수산물시장_2","마포농수산물시장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포농수산물시장_3","마포농수산물시장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포농수산물시장_4","마포농수산물시장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포농수산물시장_5","마포농수산물시장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포유수지 공영주차장 _1","마포유수지 공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포유수지 공영주차장 _2","마포유수지 공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포유수지 공영주차장 _3","마포유수지 공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_마포유수지 공영주차장 _4","마포유수지 공영주차장 ","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_망우역사문화공원 제3주차장_1","망우역사문화공원 제3주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_망우역사문화공원 제3주차장_2","망우역사문화공원 제3주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_망우역사문화공원 제3주차장_3","망우역사문화공원 제3주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_망우역사문화공원 제3주차장_4","망우역사문화공원 제3주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_망우제2 거주자주차장_1","망우제2 거주자주차장","","","DC콤보","50","DC콤보","1","1","","주중 08:00~19:00, 주말 09:00~18:00","서울시 소유",""
"seoul_owned_망원3 노상공영주차장_1","망원3 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_면목5동 공영주차장_1","면목5동 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_면목5동 공영주차장_2","면목5동 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_면일초등학교 공영주차장_1","면일초등학교 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_면일초등학교 공영주차장_2","면일초등학교 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_면일초등학교 공영주차장_3","면일초등학교 공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_명일동 거주자주차장(127번)_1","명일동 거주자주차장(127번)","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_명일동 거주자주차장(134번)_1","명일동 거주자주차장(134번)","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_1","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_2","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_3","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_4","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_5","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_6","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_7","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_8","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_9","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_10","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_11","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_12","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_목동공영주차장_13","목동공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_문정근린공원 공영주차장_1","문정근린공원 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_문정근린공원 공영주차장_2","문정근린공원 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_문정근린공원 공영주차장_3","문정근린공원 공영주차장","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_문정동 세광교회 앞 전기차 충전소_1","문정동 세광교회 앞 전기차 충전소","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_문화재청 궁능유적본부_1","문화재청 궁능유적본부","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_문화재청 궁능유적본부_2","문화재청 궁능유적본부","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_미아동 도봉세무서 앞 전기차 충전소_1","미아동 도봉세무서 앞 전기차 충전소","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_미아동 축산농협 전기차 충전소_1","미아동 축산농협 전기차 충전소","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_미아동 축산농협 전기차 충전소_2","미아동 축산농협 전기차 충전소","","","AC완속","7","AC완속","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_미아동공영주차장_1","미아동공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_미화어린이공원 주차장_1","미화어린이공원 주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_반포복개천 노상공영주차장_1","반포복개천 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_방학동 도깨비시장 공영주차장_1","방학동 도깨비시장 공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_방화로 노상공영주차장_1","방화로 노상공영주차장","","","DC콤보","50","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_배봉공영주차장_1","배봉공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_배봉공영주차장_2","배봉공영주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_보라매공원 정문주차장_1","보라매공원 정문주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_보라매공원 정문주차장_2","보라매공원 정문주차장","","","DC콤보","100","DC콤보","1","1","","24시간 이용가능","서울시 소유",""
"seoul_owned_복정역 공영주차장_1","복정역 공영주차장","","","DC콤보","50","DC콤보","1","1","","주중 08:00~19:00, 주말 09:00~18:00","서울시 소유",""
